"# this data was copied from the original excel file that contains all of the data from the summer of 2012 for the wind experiment.  I have added categories for all stages of the life history.  The ""other"" category counts for data that is not well resolved.  All notes and the original data are retained within this file.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,Treatment,Block,Plant,Leaf,Egg,Gallery/ Blotch Mine,gallery_mine_missing,gallery_mine_dead,gallery_mine_fresh_but_stiff,gallery_freshly_dead,gallery_mine_living,gallery_mine_323,gallery_mine_parasitized_unknown,gallery_mine_other_category,Tent Mine,tent_mine_353,tent_mine_parasitized_unknown,tent_mine_missing,tent_mine_other,tent_mine_stiff,tent_mine_empty_with_frass,tent_mine_freshly_dead,tent_mine_dead,tent_mine_NOT_Caloptilia,tent_mine_empty,tent_mine_fresh_but_stiff,tent_mine_living_larva,tent_mine_323,Leaf Tip Fold,LTF_other,LTF_empty,LTF_empty_with_frass,LTF_327,LTF_329,LTF_347,LTF_dead,Leaf   Edge Fold,LEF_intact,LEF_eulophid_cocoons,LEF_other_parasitoid_?,LEF_dead_larva,LEF_emerged,LEF_empty,LEF_live_adult,Notes
w,Exposed,3,10,6,h,assume,0,0,0,0,0,0,0,0,empty,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,a bit of frass (not much at all) hole along mine edge
w,Exposed,3,10,6,h,fresh but stiff,0,0,1,0,0,0,0,0,stiff,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,10,6,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"*h? eggs layed in middle of gall surface and appeared to have been hatched for this reason, but maybe not. This observation is common  for leaves with many eggs and large mines. From now on will be labeled as ""h?"""
w,Exposed,3,10,10,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,*h?
w,Exposed,3,10,6,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,10,6,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Hole along edge of mine
w,Exposed,3,10,7,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,10,7,h,fresh but stiff,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,10,7,uh,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matt took pic (could see head inside egg)
w,Exposed,3,10,7,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,10,unk,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3 tent mine larva in bag. Given random leaf
w,Exposed,3,8,1,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,2,4,2,m,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,2,8,1,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,2,8,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,2,5,2,m,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"2 holes on surface - 1 tiny, 1 medium"
w,Unexposed,2,5,2,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1 med sized hole in mine
w,Exposed,7,1,1,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,7,1,1,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,7,1,1,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,7,1,1,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,7,1,2,m,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,7,1,3,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,8,7,1,h,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,early tent mine (little silk / dmg)
w,Unexposed,8,7,1,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,8,7,2,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,8,7,2,uh,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,egg is depressed but no mine extends from it.
w,Unexposed,8,7,3,h,assume,0,0,0,0,0,0,0,0,parasitized,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,hole at edge of mine (exit?) 2 larva of #323 in mine
w,Unexposed,8,7,4,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,leaf is moldy
w,Unexposed,8,7,6,h,assume,0,0,0,0,0,0,0,0,fresh but stiff,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,small tear at edge of mine
w,Unexposed,8,7,7,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,hole along midrib on surface of mine
w,Unexposed,2,7,1,h,fresh but stiff,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"almost entire leaf is blackened, even where mine is"
w,Unexposed,2,7,2,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2 spider disk egg sacks
w,Unexposed,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,parasitized 329,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,small hole on folded-under part of LTF. 1 cocoon of # 329.
w,Exposed,3,4,1,h,freshly dead,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,4,1,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,4,2,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,1,1,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,6,8,2,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,large hole/gap at edge of mine (probably exit)
w,Unexposed,6,8,3,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,hole on surface of gall
w,Unexposed,6,8,3,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,hole along edge
w,Unexposed,6,8,4,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,hole along edge
w,Unexposed,6,8,5,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,hole along edge (very large)
w,Unexposed,6,8,5,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,6,8,6,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"possibly empty parasitoid cocoon on mine surface (small, white, papery, but damaged)"
w,Unexposed,6,8,7,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,larva appears to be carving out exit hole
w,Unexposed,6,8,8,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,6,8,9,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,6,8,10,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same mine
w,Unexposed,6,8,10,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same mine
w,Unexposed,6,8,10,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,very large hole along edge of mine
w,Unexposed,6,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with little frass,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,LTF seems very fresh to be empty (no damage but sealed off) 
w,Unexposed,6,8,unk,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"2 tent mine stage in larva bag, given garbage leaves for food"
w,Exposed,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,emerged,0,0,0,0,1,0,0,320 also inside with parasitoid larva on its back
w,Exposed,3,10,1,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,10,1,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same mine
w,Exposed,3,10,1,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same mine
w,Exposed,3,10,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,** same mine. Producing silk in early tent mine
w,Exposed,3,10,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,** same mine. Producing silk in early tent mine
w,Exposed,3,10,1,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,** same mine. No sign of body in mine or top peel
w,Exposed,3,10,1,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,** same mine. 
w,Exposed,3,10,2,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,10,2,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,10,2,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same mine
w,Exposed,3,10,2,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same mine
w,Exposed,3,10,2,h?,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same mine. 
w,Exposed,3,10,2,h?,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same mine
w,Exposed,3,10,2,h?,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same mine
w,Exposed,3,10,3,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,10,3,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,10,4,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,10,4,h?,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,again appeared hatched because of shape and position in gall (but no evidence of larva)
w,Exposed,3,10,4,h?,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,10,4,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,10,4,h,fresh but stiff,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,10,4,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,10,5,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,early tent mine (very little silk)
w,Exposed,3,10,5,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,10,5,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,7,9,1,h,dead?,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"possible body found, but very damaged"
w,Exposed,7,9,2,m,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,5,4,1,h,fresh but stiff,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,5,4,3,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,5,4,4,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,5,4,5,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,6,9,1,h,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,6,9,2,h,freshly dead,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,6,9,3,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,large opening (like a tear along seam of leaf mine) at edge.
w,Unexposed,3,1,1,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,leaf given to LN unk for food.
w,Exposed,8,9,1,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* in one mine
w,Exposed,8,9,2,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* in one mine
w,Exposed,8,9,4,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,8,9,6,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,8,9,7,h,fresh but stiff,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,8,9,7,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,8,9,8,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,8,9,8,uh?,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,egg is slightly depressed and has orange tinge
w,Exposed,8,9,9,m,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,trichomes too dense to see an egg
w,Unexposed,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,6,7,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,6,7,2,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,6,7,3,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,6,7,4,m,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"blotch mine seemed very flattened and dry (difficult to peel) the entire half of the leaf where the mine was, was completely brown"
w,Exposed,6,7,5,h,empty,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,hole in mine before disection. Was facing inward to a sandwich
w,Exposed,6,7,unk,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,living larva (blotch) given LN 5
w,Exposed,6,7,6,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,6,7,6,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,6,7,6,uh?,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"egg slightly depressed, 2 orange tinged"
w,Unexposed,3,2,1,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,3,2,2,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,3,2,3,m,,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,surface of gall had large hole in it
w,Unexposed,3,2,4,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,3,3,1,m,assume,0,0,0,0,0,0,0,0,missing,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,1,0,0,0,0,0,empty,0,0,0,0,0,1,0,"no exit hole on tent mine, but no larva found inside. Looked old and dry"
w,Unexposed,3,3,3,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"old LTF on same leaf, no pupa case."
w,Unexposed,3,3,7,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"1 orange larva, 1 dead eulophid. 3 eulophid cocoons, 1 dead larva. Get info from Matt. Eulophig appeared to be # 21. hatched egg, assumed gallery minje, tent mine empty with frass. 1 small circular cocoon was open."
w,Unexposed,3,10,2,m,assume,0,0,0,0,0,0,0,0,parasitized,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,chalcid - shaped shell inside tent mine (which had an exit hole) 
w,Unexposed,6,3,8,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"2 exits (1 small on top, 1 large on edge) "
w,Exposed,7,8,3,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"larva was in bag with leaf, but almost certainly from this leaf. M=missing, h=hatched."
w,Unexposed,7,1,1,m,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,bagged to see if parasitoids emerge
w,Unexposed,7,1,2,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,7,1,3,h,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,exit hole on LTF
w,Exposed,7,2,1,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,7,2,2,?,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,possible unhatched eggs
w,Exposed,7,2,2,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,7,2,2,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,7,2,2,h,parasitoid,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,7,2,8,m,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
