"# all of the data from the original excel file was copied into here so I could easily make new columns for each category of relevant data. For ""white disc egg sacs"" I counted them as one, even if they had multiple eggs inside. Code of ""LT"" denotes only that this column of data comes from the ""leaf tie"" data set, which may include arthropods other than leaf tiers.  There are currently WAY too many categories than there should be. I also altered the category name for ""Treatments"" to match my ""Wind Exposure"" column for my visual survey of arthropods. Made leaf damage categories for LMF (leaf middle fold), LER (leaf edge roll) and LB (leaf bundle, various types included) in order to compare abundance/damage across years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,Treatment,Block,Plant,Leaf,Morpho Dam,Contents,Questionable Morpho,leaf_dam_LER,leaf_dam_LB,leaf_dam_LMF,LT_white_disk_egg_sac,LT_sp_328,LT_dead_unknown_larva,LT_dead_319,LT_dead_320,empty_LT,other_LT,empty_343_pupa_LT,empty_352,empty_with_frass_LT,live_320_LT,sp_327_LT,F_sp_203_LT,frass_some_silk_LT,fresh_but_stiff_336_LT,dead_fresh_320_321,LB_moth_pupa_LT,live_larva_unknown_morphospecies_LT,sp_126_LT,living_319_LT,living_320_LT,living_320_321_LT,living_321_LT,living_322,living_343_LT,living_350,living_391,living_sawfly_LT,other_tent_mine_pupa,parasitized?_LT,sp_327_LT,letter_T_moth_LT,unknown_larva_LT,white_parasitoid_LT,possible_327_cocoon_LT,possible_328,Notes
w,Exposed,10,10,2,MLG2,empty,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no silk along bottom.
w,Unexposed,7,6,1,LER,empty with frass,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,only a few grains of frass.
w,Unexposed,7,6,2,long LER,empty with frass,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,only a few grains of frass.
w,Unexposed,7,6,unk,?,living 322,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,from 1 of the previous 2
w,Unexposed,5,5,3,LB2,living 320,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
w,Exposed,5,7,1,11,living 319,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,damage seems pretty ambiguous 
w,Unexposed,5,6,1,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
w,Unexposed,5,6,1,LMF,living 319,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inside of silk covering. 
w,Unexposed,7,2,1,LMF,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"silk along midrib, but no larva or '12' damage"
w,Unexposed,7,10,1,LB sando,328 pupa,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single leaf
w,Unexposed,7,10,2,LB sando,living 391,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2 leaves
w,Unexposed,7,7,1,LB leaf inside,living 320,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,leaves very skeletonized (sawfly damage?)
w,Unexposed,1,8,1,white disk,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
w,Unexposed,1,3,1,long LER,empty,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a few grains of frass
w,Unexposed,1,3,3,MLG2,dead,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"flattened, dry remains under silk"
w,Unexposed,1,3,3,MLG2,empty,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,very mouldy inside
w,Unexposed,1,6,1,spider 3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
w,Unexposed,1,6,1,white ball,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spider egg sac - fluffy white ball. Kept for rearing - belongs to spider 3?
w,Unexposed,1,7,1,12,empty,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no covering
w,Unexposed,1,7,1,,empty 352,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"352 is a new find - a papery (delicate), white cocoon that is 1 mm in length"
w,Unexposed,1,7,2,LB sando,dead 320,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 leaves. Nape is faded
w,Unexposed,1,5,1,12,empty,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no covering
w,Unexposed,3,7,1,LMF,living 319,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,has silk covering
w,Unexposed,4,7,1,spider 4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
w,Unexposed,4,7,2,long LER,empty,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opening at base quite large
w,Unexposed,4,3,1,white disk,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
w,Unexposed,4,1,1,white disk,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""parasitoid cocoon?"" written on bag but only spider sac can be seen"
w,Unexposed,4,2,1,LER,empty with frass,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,somewhat close to tip of leaf but not enough to be 'hybrid'
w,Unexposed,4,4,2,LB sando,empty,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
w,Unexposed,4,4,3,LB leaf inside,empty,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
w,Unexposed,4,4,4,LB sando,no data,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noted that it had been pulled apart in field. 2 leaves.
w,Unexposed,10,2,1,spider 3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lacks pink on abdomen but other markings were deemed similar enough to match
w,Unexposed,10,5,1,sawfly 1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,green body and brown speckles on head
w,Unexposed,10,4,1,12,empty ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no silk. Mine that was on same leaf ate around this damage
w,Unexposed,10,4,2,LER,empty with frass,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
w,Unexposed,10,4,2,LER,freshly dead 320-321,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spotted on head but not down back
w,Unexposed,10,7,1,,possible 327 cocoon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
w,Unexposed,6,5,1,squished spider,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,only legs recognizable
w,Unexposed,5,2,1,sawfly 1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
w,Unexposed,9,1,1,LB sando,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"note on bag says ""old sandwich LB?"". No silk left but leaf damage matches up"
w,Unexposed,9,3,1,grey ball egg sac,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Set aside to see what comes out
w,Unexposed,9,5,1,spider 3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
