# this data was copied directly from the excel file so I could easily create new columns that organize the data more effectively.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,Block,Plant,Leaf,Egg,Gallery/ Blotch Mine,gallery_mine_living,gallery_mine_missing,gallery_mine_empty_with_frass,gallery_mine_fresh_but_stiff,gallery_mine_freshly_dead,gallery_mine_dead,gallery_mine_other,gallery_mine_empty,Tent Mine,tent_mine_DIFFERENT,tent_mine_other,tent_mine_323,tent_mine_no_data,tent_mine_missing,tent_mine_empty,tent_mine_living,tent_mine_dead,tent_mine_empty_with_frass,tent_mine_fresh_but_stiff,Leaf Tip Fold,LTF_329,LTF_empty_with_frass,LTF_dead,LTF_other,LTF_empty,Leaf   Edge Fold,LEF_other,LEF_adult,LEF_emerged,LEF_parasitized_unknown,Notes
aa,4,20,2,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,very mouldy mine - larva may be too disintegrated to see
aa,4,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329 cocoon (empty),1,0,0,0,0,,0,0,0,0,
aa,4,21,1,m,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,mine mouldy inside and out
aa,4,21,2,m,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"mine mouldy inside and out, large mould growth where egg should be."
aa,4,21,3,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,mouldy inside and out
aa,4,21,3,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"8.6mm, opening at edge"
aa,4,21,3,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"hole on surface of mine, 7.6mm"
aa,4,3,1,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"early TM, hole on surface"
aa,4,3,2,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"12.6mm, opening at edge"
aa,4,16,1,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,mouldy inside and out
aa,4,17,2,h,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,"mouldy inside and out, larva had begun to emerge from early TM"
aa,4,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,
aa,4,48,4,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"12.7 mm, open along edge, larva had emerged"
aa,4,38,2,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"opening at edge, early TM, larva had emerged"
aa,4,38,2,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"9.7 mm, hole at edge, larva had emerged"
aa,4,39,1,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"9.2 mm, opening at edge"
aa,4,39,2,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,12.7 mm
aa,4,39,2,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,9.1 mm
aa,4,39,3,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,11.5 mm
aa,4,10,1,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"hole at edge, 6.1 mm"
aa,4,10,2,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,opening at edge and another on surface
aa,4,10,2,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"hole at edge, 9.9 mm"
aa,4,10,3,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"early TM, had emerged into bag"
aa,4,29,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"emerged into bag, 10.4 mm"
aa,4,36,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,early TM
aa,4,36,1,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"10.7mm, had emerged into bag"
aa,4,37,1,h,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,early TM
aa,4,50,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"early TM, had emerged into bag"
aa,4,46,1,h,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,early TM
aa,4,46,1,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,4,54,1,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"large opening in mine, whole leaf very old"
aa,4,52,1,m,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,mouldy (may have concealed egg)
aa,4,41,1,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"hole on surface of mine, 4.32 mm"
aa,4,41,1,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,4,4,2,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"large opening (has peeled back, so no length measure)"
aa,4,6,1,m,assume,0,0,0,0,0,0,0,0,empty ,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"very old, no measurement because much of mine is missing"
aa,4,8,1,m,assume,0,0,0,0,0,0,0,0,empty,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"very old, no measurement because much of mine is missing"
aa,4,14,1,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,4,14,1,h,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,"11.1 mm, much bigger than most dead TM larva"
aa,4,14,1,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"opening on surface, 3.64 mm. Hole in bottom of mine too"
aa,4,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dead?,0,0,0,1,0,,0,0,0,0,possible dead larva - too mouldy to tell otherwise. Has frass.
aa,5,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,
aa,5,7,1,h,assume,0,0,0,0,0,0,0,0,empty,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0,6mm
aa,5,7,3,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,7.5mm
aa,5,21,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,9mm
aa,5,21,2,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,21,3,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,21,3,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,21,3,uh,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,6,1,no data,assume,0,0,0,0,0,0,0,0,pupa DIFFERENT,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"same as pupa found previously in 'DIFFERENT TM', but need access to pics for sp # (when data was being entered into Excel, had this problem again)"
aa,5,6,2,m,empty,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,early TM
aa,5,45,1,m,empty,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,11,1,m,empty with frass,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,8,1,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,15mm
aa,5,18,1,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,
aa,2,56,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,13mm
aa,2,56,2,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,2,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unk,0,0,0,1,0,,0,0,0,0,see pic 8 (Lindsay & Gabe Pictures)
aa,2,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,
aa,2,56,5,m,empty with frass,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,2,45,1,h,empty with frass,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,2,45,2,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,2,45,3,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,
aa,2,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unk,0,0,0,1,0,,0,0,0,0,
aa,2,59,1,h,living,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,2,59,2,h,living,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,emerged,0,0,1,0,
aa,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,
aa,2,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,
aa,2,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,
aa,2,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,
aa,2,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,emerged,0,0,1,0,
aa,2,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dead,0,0,1,0,0,,0,0,0,0,
aa,2,25,1,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,14mm
aa,2,26,1,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,
aa,2,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,emerged,0,0,1,0,
aa,2,8,1,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,11mm
aa,2,8,2,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,12mm
aa,2,20,1,m,assume,0,0,0,0,0,0,0,0,empty,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0,very old
aa,2,29,2,m,assume,0,0,0,0,0,0,0,0,empty,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0,very old
aa,2,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,
aa,2,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,
aa,2,32,1,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,2,24,1,m,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,"7mm, had emerged into bag"
aa,2,24,1,m,assume,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,6mm
aa,2,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,
aa,3,3,1,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,3,37,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,early TM
aa,3,37,2,m,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,11.33mm
aa,3,33,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,early TM
aa,3,33,2,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,9.28mm (could have been 12.15mm)
aa,3,13,1,h,freshly dead,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,3,31,1,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,13.21mm
aa,3,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,
aa,3,14,1,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,9.04mm
aa,3,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,
aa,3,14,3,m,assume,0,0,0,0,0,0,0,0,empty,0,0,0,0,0,1,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,
aa,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,emerged,0,0,1,0,
aa,3,23,1,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,7.7mm
aa,3,39,1,m,assume,0,0,0,0,0,0,0,0,parasitized by 323,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,14mm
aa,3,39,3,m,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,8mm
aa,3,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,head molt found
aa,3,35,1,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"11mm, head molt found"
aa,3,35,1,m,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,3,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,
aa,3,43,1,m,empty,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,old
aa,3,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,parasitized by 329,1,0,0,0,0,,0,0,0,0,329 cocoon was empty
aa,3,7,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,19mm
aa,3,7,2,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,mines were very clustered
aa,3,7,unk,0,empty,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,larva found free in bag
aa,3,7,unk,0,empty,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,couldn't match larva to mines
aa,3,50,1,m,empty,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,17,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,8mm
aa,5,17,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,9mm
aa,5,17,2,h,living,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,17,3,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,9mm
aa,5,17,3,h,fresh but stiff,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,17,4,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,15.5mm
aa,5,17,4,h,living,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,17,5,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,10mm
aa,5,17,6,h,freshly dead,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,17,6,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,17,6,h,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,same mine as below
aa,5,17,6,h,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,same mine as above
aa,5,17,6,h,assume,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"same mine as above, 8mm"
aa,5,17,6,h,assume,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"same mine as above, 7mm"
aa,5,17,7,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,mold took over and decomposed larva
aa,5,17,8,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,mold  
aa,5,17,8,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,mold  
aa,5,17,8,uh,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,17,8,uh,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,17,8,uh,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,17,9,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,12mm
aa,5,17,9,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,9mm
aa,5,17,9,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,17,9,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,17,9,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,17,10,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,7mm
aa,5,17,10,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,11mm
aa,5,17,10,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,10mm
aa,5,19,2,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,mold
aa,5,57,1,h,living,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,12,1,m,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,32,1,m,assume,0,0,0,0,0,0,0,0,living different?,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"18mm, looks like LER (preserved as 'different TM' ?)"
aa,5,32,1,h,living,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,32,2,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,11mm
aa,5,32,3,m,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,
aa,5,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dead,0,0,1,0,0,,0,0,0,0,
aa,5,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,
aa,5,48,4,m,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,early TM
aa,5,48,5,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,48,6,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,48,6,m,assume,0,0,0,0,0,0,0,0,empty,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0,8mm
aa,5,48,7,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,early TM
aa,5,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,
aa,5,47,1,h,assume,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,11 mm
aa,5,47,2,h,assume,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"6mm, already open"
aa,5,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,
aa,5,47,4,m,assume,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,13mm
aa,5,52,1,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"old TM, 10 mm"
aa,5,52,2,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,parasitized by 329,1,0,0,0,0,,0,0,0,0,cocoon is empty
aa,5,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,
aa,5,24,1,h,empty with frass,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
