sample,sd_Intercept,sd_sc.Aphid.treatment,sd_sc.Ant.mound.dist,sd_sc.Aphid.treatment.sc.Ant.mound.dist,sd_Block__Intercept,sd_Genotype__Intercept,sd_Genotype__sc.Aphid.treatment,sd_Genotype__sc.Ant.mound.dist,sd_Genotype__sc.Aphid.treatment.sc.Ant.mound.dist,sd_Plot_code__Intercept,sigma,Experiment,Year,Response
2090,0,0.059430404929737085,0.004003337838625535,0.009726442994943069,0.8047666608512839,0.5086240844148775,0.12722576967184263,0.02952734542729986,0.07470960782386267,0.5141029695896401,0.7780187862379604,Ant-Aphid,2012,Trait PC1
2091,0,0.015503570292974755,0.16036036976481222,0.002037777600432373,0.6839887398443674,0.6063183132611968,0.0433965760065673,0.20096882976714944,0.00787136197097192,0.5485448133810364,0.7707545769300939,Ant-Aphid,2012,Trait PC1
2092,0,0.046383336397626124,0.3164304624823603,0.023127621483750343,0.4861774686892387,0.47493953875510564,0.08952881651258031,0.19248664558088052,0.04909298185069296,0.6098385332506749,0.7536660282117639,Ant-Aphid,2012,Trait PC1
2093,0,0.11082821554584558,0.042672531746788554,0.04879707106499905,0.953291639042713,0.4050742380115622,0.14020888203159568,0.033823213979536935,0.019759298944048664,0.49129847694962564,0.7707102363671788,Ant-Aphid,2012,Trait PC1
2094,0,0.004354988303921892,0.19028603719164935,0.03281819446058573,0.7450795934684844,0.41745108209407733,0.040871123390330694,0.1272032587257252,0.06366063410789213,0.459283831476916,0.7825035153977904,Ant-Aphid,2012,Trait PC1
2095,0,0.06267948136709531,0.05361053470439893,0.06749722158012461,0.44014296245871404,0.5932591360861486,0.11826717885712315,0.12538211112305586,0.18680140855197827,0.5854772060766428,0.7027508702575518,Ant-Aphid,2012,Trait PC1
2096,0,0.04102585670212745,0.1390787388335051,0.04439857082233935,0.8703522915152471,0.658422392603055,0.12111491237467174,0.03996232447888276,0.13010029437112436,0.4603113745686748,0.8009371922314279,Ant-Aphid,2012,Trait PC1
2097,0,0.022970546990417676,0.07803062332088032,0.031166335543539515,0.3006201319708061,0.3409477615413914,0.17084451813300727,0.22611760342422552,0.02249065990442538,0.656035708965406,0.7803999973368687,Ant-Aphid,2012,Trait PC1
2098,0,0.13963625763113963,0.028007493615660413,0.06906310276756981,0.32537877070155574,0.3472661755687774,0.14948500629996128,0.05379425304781279,0.010346115748622634,0.674735873044995,0.7508953896340571,Ant-Aphid,2012,Trait PC1
2099,0,0.1928861987115257,0.07714565967796436,0.08386940926096292,0.06428195286000989,0.288701872721993,0.21780251950184684,0.14688952525279936,0.0904310294054313,0.6654020079607703,0.7772917892825062,Ant-Aphid,2012,Trait PC1
2100,0,0.225911099718854,0.22928953557484116,0.0619459658299998,0.09308444714577348,0.3933155903431737,0.1956306207845428,0.18548288416320158,0.03192936992888525,0.491205208995067,0.7605416988184525,Ant-Aphid,2012,Trait PC1
2101,0,0.016913652816748493,0.05926162346354859,0.13858083985110561,0.11382818538409302,0.5179271667757983,0.1180723044986349,0.08943135528483143,0.08444598639922557,0.6033780140279226,0.7197187764782685,Ant-Aphid,2012,Trait PC1
2102,0,0.023444621816980187,0.05952580965344637,0.08362960128890966,0.22124240265191736,0.4877187790262495,0.05128050289201144,0.1055053159718377,0.16725590268713114,0.6141157933680816,0.6741684536082312,Ant-Aphid,2012,Trait PC1
2103,0,0.042529496675491885,0.08116869608886894,0.1263928496597956,0.37057519879216666,0.4264415613239504,0.13354509355134173,0.1263815954307046,0.090132528345929,0.8953172102713199,0.7025617651555134,Ant-Aphid,2012,Trait PC1
2104,0,0.028601171157324752,0.13617709638536418,0.03989559651893203,0.11196558171129439,0.544087407429899,0.20697745895282324,0.014637285627413146,0.042402598099577894,0.5386624723495073,0.8049780970722482,Ant-Aphid,2012,Trait PC1
2105,0,0.0032225994443912664,0.12050689210871672,0.13089094326396877,0.08899251518354491,0.3476227794263828,0.21057520956572737,0.1268781116422963,0.10494824781996237,0.815091837263151,0.776571983515095,Ant-Aphid,2012,Trait PC1
2106,0,0.0834653082703823,0.15650848459923766,0.023212166274122193,0.010881988717665084,0.6409649334360835,0.19166804061311732,0.13058415861040892,0.0802092084047927,0.5380858162428729,0.7263551454737879,Ant-Aphid,2012,Trait PC1
2107,0,0.06918336238538475,0.16286677088808096,0.038989932710740624,0.043647892076382484,0.5729347457026713,0.05538668601241573,0.15021326203353053,0.0035429473839857484,0.8711339951102707,0.7849606281823328,Ant-Aphid,2012,Trait PC1
2108,0,0.07584583745084399,0.05742867098613167,6.592440868892963e-4,0.020809215532990505,0.706348887044385,0.13293485112227835,0.0691923166474981,0.0020642909138327238,0.8276106085522384,0.771110349336051,Ant-Aphid,2012,Trait PC1
2109,0,0.054631747679619515,0.023039844916574417,0.0047866418592628565,0.023695618122931212,0.6349407504609017,0.23786741887826238,0.102824966644921,0.008182701690428739,0.8810296587910184,0.7737365676781726,Ant-Aphid,2012,Trait PC1
2110,0,0.06228795188757205,0.07066420565528753,0.05659197923217228,0.2447462641995755,0.5560580155826729,0.06675424409732154,0.04979171999849,0.003698457527507549,0.7130752422886568,0.8022045658216376,Ant-Aphid,2012,Trait PC1
2111,0,0.07397233559625482,0.15042388547119745,0.07986351392037272,0.4840267244491359,0.30457044603183225,0.042362263571135345,0.07201441438501836,0.04534929366825575,0.5218280846456423,0.7391633877648444,Ant-Aphid,2012,Trait PC1
2112,0,0.003069368321079121,0.08378794051410342,0.019446717974391875,0.3724975249874392,0.3065320251619219,0.06002313321557681,0.0880570069727081,0.015426597858384492,0.56798662442537,0.7437031088714782,Ant-Aphid,2012,Trait PC1
2113,0,0.09685340367541038,0.08239706016711223,0.05431769880131258,0.5652396586422813,0.507044736243636,0.08063650431926755,0.11329383149379672,0.013672572844598073,0.5319931385347643,0.7653704458736086,Ant-Aphid,2012,Trait PC1
2114,0,0.06627578404580939,0.3003399070251739,0.026586708369762402,0.2785376939788171,0.3755697116232089,0.06190587437271347,0.07209625080076897,0.006028480946483811,0.6743512998691568,0.7335327015893451,Ant-Aphid,2012,Trait PC1
2115,0,0.046237003688861696,0.22638283265283066,0.01302884145991307,0.23488648417038482,0.3214577108610181,0.15879144354817978,0.10760658360893709,0.03591654014356,0.7432289471033098,0.7505142525051748,Ant-Aphid,2012,Trait PC1
2116,0,0.12063542409279625,0.001911022927325516,0.0461027573192193,0.09589793510131911,0.2663046615606645,0.09326336188429214,0.027689551715850715,0.010877653359514489,0.647472927555446,0.7494578901996276,Ant-Aphid,2012,Trait PC1
2117,0,0.14363333940284154,0.047019869977740415,0.03815354286900943,0.16876381701126117,0.3057441549114745,0.11839575109661357,0.01865587989462866,0.024239373605839328,0.6354836146940654,0.7497201170756368,Ant-Aphid,2012,Trait PC1
2118,0,0.09042764188463416,0.04048241184162822,0.06876687088273693,0.09413199368827159,0.39515496226968044,0.05274501588865138,0.010736221614794483,0.171560876900737,0.5850617461818074,0.7411549461435315,Ant-Aphid,2012,Trait PC1
2119,0,0.02829056049961748,2.897801067745509e-4,0.009142200068782896,0.14428826931052455,0.27611455975326415,0.0031493434236014323,0.25242821391776255,0.07738140359199898,0.5975598693710168,0.7652986712105708,Ant-Aphid,2012,Trait PC1
2120,0,0.06707329182858082,0.14368308856533576,0.0034033744866849144,0.18806787602543903,0.32391564871400497,0.004856798076601362,0.005562094475480861,0.08993411721082552,0.5424220035326389,0.7714583174002912,Ant-Aphid,2012,Trait PC1
2121,0,0.023486021945178598,0.08232898612055525,0.008972844654225435,0.451186974514633,0.3591011555976651,0.116484251795418,0.09896481995596956,0.053809283470269365,0.4430498285188499,0.7370125693987546,Ant-Aphid,2012,Trait PC1
2122,0,0.0766758794513414,0.2361696526554272,0.015712898374350956,0.09573074035893432,0.5575644396888843,0.036461479604166055,0.0212816994996182,0.012125554784075777,0.6855181589650521,0.7785395875708027,Ant-Aphid,2012,Trait PC1
2123,0,0.13881697052102515,0.20491805973307076,0.043047133244942956,0.21633990088857136,0.295466440809106,0.14997659539667602,0.0872855998666082,0.0013462432554425397,0.4852917743687089,0.796575321883211,Ant-Aphid,2012,Trait PC1
2124,0,0.022399148709126685,0.2750333309775089,0.010195170089847659,0.35967940987832236,0.5040705097422025,0.16110696669619368,0.19945544365397128,0.001991468011571465,0.4996455701917915,0.7290150147770356,Ant-Aphid,2012,Trait PC1
2125,0,0.09862624464178207,0.12329645252203517,0.019038953930277304,0.3115973017466421,0.3858698084980265,0.10742544606251722,0.1179038283343701,0.006245255540760829,0.4428850378980223,0.7470998548099795,Ant-Aphid,2012,Trait PC1
2126,0,0.06955432352483248,0.2075663349203599,0.07059678058971483,0.46607809749277984,0.6601060056467813,0.07278859761791244,0.12229043881770578,0.06886360684768937,0.5987428558336184,0.7269882346693963,Ant-Aphid,2012,Trait PC1
2127,0,0.06521370320744718,0.1406918375797184,0.03271153465879973,0.20310018863775622,0.48734836910012075,0.031617960756059924,0.05927650028855095,0.11729221213262715,0.4487724445673852,0.8098354719965493,Ant-Aphid,2012,Trait PC1
2128,0,0.07070522210373995,0.10795469938118699,0.0049583158889616495,0.3136394492817529,0.40246897792673675,0.015240273666170827,0.09699072353691383,0.05995071465341707,0.3933708099199896,0.7928269801472457,Ant-Aphid,2012,Trait PC1
2129,0,0.01718459242574396,0.06885762895257293,0.03440510869524251,0.4167244855693929,0.37985979631090794,0.14756095319102003,0.01940534657506636,0.13487344101279,0.6256223346744607,0.82026062904455,Ant-Aphid,2012,Trait PC1
2130,0,0.04157491358816282,0.2960179214612988,0.041341232320709104,0.35370646456391003,0.3517351788382412,0.10210993638811096,0.07306848100926659,0.04141529157282101,0.49736937420121397,0.7162949337580995,Ant-Aphid,2012,Trait PC1
2131,0,0.06008643525701038,0.05893502545621803,0.057911776542334155,0.759384889716382,0.4033187562403521,0.13068215467953997,0.03451493822563842,0.056243119593283354,0.5988703006970459,0.7722087811641427,Ant-Aphid,2012,Trait PC1
2132,0,0.029703907601056522,0.024286139287078474,0.028395489912528476,0.21148200595203986,0.3645119145610093,0.2567246633676273,0.08341229448773083,0.07262497474957581,1.0261446998470256,0.739191566707051,Ant-Aphid,2012,Trait PC1
2133,0,0.0542159716867966,0.0071349432782695215,0.00493392030682547,0.28713828956885706,0.24542885485132432,0.17700119094487035,0.09113525155697469,0.10774213584152606,0.5296717344226932,0.8257326262078567,Ant-Aphid,2012,Trait PC1
2134,0,0.08307155959757702,0.033476503212508175,0.051314471540747995,0.20230915269824157,0.3264636324687976,0.14494509735196323,0.09958811843262351,0.08164148691789283,0.5336753307768042,0.7638874456312015,Ant-Aphid,2012,Trait PC1
2135,0,0.0595307724766392,0.08784510656074301,0.09775895103781937,0.17048855631835966,0.4694026142116451,0.03085320994373441,0.15284350590220785,0.006506919702890502,0.5888015254969771,0.7704826516229202,Ant-Aphid,2012,Trait PC1
2136,0,0.01617198395449364,0.10029134793825016,0.11588800686413255,0.4715222987775094,0.3696839504573941,0.15778200279665883,2.6270294455207704e-4,0.05708219090559796,0.4850136560770306,0.7738388988020795,Ant-Aphid,2012,Trait PC1
2137,0,0.18475820272611235,0.10124983397344861,0.15218739041091686,0.3964471761355816,0.4078948416420793,0.18774762838356207,3.778300376005165e-4,0.2104846059033163,0.38137191081821065,0.7894824952387316,Ant-Aphid,2012,Trait PC1
2138,0,0.15468605677166436,0.07438415829142368,0.1137408175972945,0.4339624425546956,0.3525319385246626,0.10611828380159377,2.890740472729042e-4,0.10019152333569818,0.4369210096954664,0.7838553809547218,Ant-Aphid,2012,Trait PC1
2139,0,0.2535697264330417,0.05587411634511463,0.12961848309719148,0.37614138619823495,0.5070552411582951,0.21580248049443304,6.144258448473128e-4,0.048776404830380773,0.315682280073475,0.8152851534381668,Ant-Aphid,2012,Trait PC1
2140,0,0.1346131813680885,0.19485661979014646,0.08106909747878832,0.4677238140920563,0.4986098164634301,0.06927236957548212,0.002413058140119961,0.03509768715765247,0.5058451969809787,0.7194307156593543,Ant-Aphid,2012,Trait PC1
2141,0,0.03156884244656005,0.11647875897858187,0.019529729028636363,0.4162942478641641,0.39632882274766956,0.06553979676197787,0.0029292139900179326,0.14008202436695188,0.705747919115824,0.7925639812759451,Ant-Aphid,2012,Trait PC1
2142,0,0.0676557356592941,0.05511532787346336,0.054194358630353906,0.24203647795420719,0.3641410234141266,0.024782234692793125,0.012386225373038032,0.02106691695094173,0.46375096865878124,0.7672147384412384,Ant-Aphid,2012,Trait PC1
2143,0,0.1165178291264227,0.2913580054406339,0.021393275489367997,0.8682815580416153,0.33936098793711,0.11097782076263707,0.04753859932789338,0.02279071048383957,0.7275484985656618,0.7577183652475263,Ant-Aphid,2012,Trait PC1
2144,0,0.053095552368235314,0.04075115966542921,0.021464916996353552,0.27068931149789066,0.5179215119493816,0.1125485211730642,0.10467654545438151,0.017691098544327558,0.4718685469740166,0.7371767878671655,Ant-Aphid,2012,Trait PC1
2145,0,0.1185652261333131,0.04723559523892796,0.0834530687067767,0.42150198636879066,0.4255085433885063,0.09834660912763052,0.12259143447934281,0.1807256577735398,0.5680928826905418,0.7417299775972548,Ant-Aphid,2012,Trait PC1
2146,0,0.11940227485203353,0.09552424416207292,0.06963382137517585,0.4663328769163578,0.380747102045727,0.14216511183824637,0.11932894661205563,0.09843079738378827,0.6629617190627827,0.7238488718510515,Ant-Aphid,2012,Trait PC1
2147,0,0.11074036883809991,0.30720157637753637,0.10469616340922447,0.06439908325249409,0.3419385824688325,0.08331452012122599,2.5319395170896833e-4,0.0659882800250884,0.6464933135986609,0.8189223708243119,Ant-Aphid,2012,Trait PC1
2148,0,0.05342171705451381,0.11461250808619153,0.10406279383673296,0.17899860801575415,0.5691123823193345,0.06846897775044829,3.8206641668428335e-4,0.07413052171353925,0.7384992882743168,0.7244947872876148,Ant-Aphid,2012,Trait PC1
2149,0,0.141848509821917,0.09172398962040557,0.03397400724804823,0.046945575655074394,0.5547437986968925,0.051546261414947094,9.556283780175473e-4,0.01933778889365128,0.5200220024975019,0.8199739873585905,Ant-Aphid,2012,Trait PC1
2150,0,0.051244839902861654,0.24882101236887097,0.04681343523037429,0.1075916970614122,0.3856228387563092,0.022519671003137814,0.0911700287945188,0.11379830282110419,0.8016567140124204,0.7531823384449916,Ant-Aphid,2012,Trait PC1
2151,0,0.1394255589562405,0.27508271083565156,6.948113205733461e-4,0.31018656542897294,0.5256508363619086,0.09483264404254022,0.034140957270289804,0.07526752675062866,0.6426922188253036,0.7647353436730262,Ant-Aphid,2012,Trait PC1
2152,0,0.018969027423776385,0.11858567323526041,0.016119941404144342,0.34380365685067416,0.735663741285444,0.20108750828384284,0.018066970127796345,0.0062586985426880525,0.4459056563398071,0.7000639736859565,Ant-Aphid,2012,Trait PC1
2153,0,0.051475223401800184,0.04478601769895884,0.02044861505792603,0.5806894053803454,0.6706083013349765,0.14381700609859394,0.009751508066389946,0.005508932171217803,0.6623730792497434,0.7485519142085357,Ant-Aphid,2012,Trait PC1
2154,0,0.08925813455432101,0.053497975300435735,0.044672690996567024,0.6735084085510538,0.47507088843279704,0.1053342374370581,0.02605940208631059,0.011578621736286633,0.782047054252312,0.7412272963750326,Ant-Aphid,2012,Trait PC1
2155,0,0.04707272587467326,0.10534540978620106,0.059257259390173865,0.586365507059001,0.4309337544553075,0.05330469723950998,0.015001094555670754,0.008067020808731368,0.6614647440304632,0.7742625160728926,Ant-Aphid,2012,Trait PC1
2156,0,0.09478895585868435,0.10014490826570818,0.03883633541525231,0.46445417879494116,0.30490116216584406,0.07622418059376468,0.15375112394853396,0.08520332945747038,0.3254961218490341,0.7810711670521545,Ant-Aphid,2012,Trait PC1
2157,0,0.03310904116869746,0.12236877440147997,0.08446491012878686,0.41356047292557824,0.4102719924742026,0.02688763735631229,0.052616555327029836,0.00598131921520193,0.5456651374778301,0.7536221513924334,Ant-Aphid,2012,Trait PC1
2158,0,0.050095469161191765,0.0979386399312931,0.05690121967360378,0.29331523826643435,0.25266551868907877,0.014442059568177746,0.031339477101386876,0.0028958886654349984,0.4469760409314416,0.8259725023522945,Ant-Aphid,2012,Trait PC1
2159,0,0.049472717509460015,0.013727020974687785,0.06358394956590219,0.031653143030708125,0.37394003214665306,0.003224042624928626,0.034842270418004,0.1035333530974313,0.43221164776805326,0.7835213711825926,Ant-Aphid,2012,Trait PC1
2160,0,0.05219769525297743,0.03747995798859574,0.051516288306505904,0.4930998357080619,0.35147856752050904,0.0662876577933974,0.04464444155325475,0.135326432854413,0.597883752342069,0.7602024220456028,Ant-Aphid,2012,Trait PC1
2161,0,0.12179102044649627,0.06735642793768513,0.038670469825720664,0.3167804291740464,0.4011351451883195,0.19143853747566308,0.08662345320320558,0.0798916118176368,0.37942751383933104,0.8060460402482225,Ant-Aphid,2012,Trait PC1
2162,0,0.03647599393322592,0.012300598154709554,0.05293979932895997,0.40746177590451793,0.4601041504516634,0.03612472719966099,0.07367499863010255,0.06648000559266858,0.32182960218756235,0.779424797225585,Ant-Aphid,2012,Trait PC1
2163,0,0.033633259448422916,0.0612561969626671,0.0835836399642461,0.5423533275402838,0.42825522831980717,0.16765559765507135,0.057976974299556734,0.09579985850817006,0.5280665692414486,0.75926684344151385,Ant-Aphid,2012,Trait PC1
2164,0,0.012337014657762631,0.07582974674575031,0.05944532392807178,0.22470414300064456,0.534939655451172,0.20400322060451107,0.014766966561965786,0.10560398723269847,0.5372115511520262,0.8094418967145006,Ant-Aphid,2012,Trait PC1
2165,0,0.034238789156374454,0.10301493908540395,0.0024041713254503677,0.4350108569090053,0.3295235579762449,0.13012901451860817,0.05702074763029261,0.0727507988684754,0.6496869389002892,0.6962102828732888,Ant-Aphid,2012,Trait PC1
2166,0,0.012206128498049012,0.027872817365706504,0.028087136704715847,0.39732667839806474,0.2513592057620448,0.12489084083219959,0.08055731010406429,0.03244197586838093,0.6611673677701231,0.7143147781205162,Ant-Aphid,2012,Trait PC1
2167,0,0.07337062595771048,0.025359576233875573,0.04579353386330626,0.07971206228653605,0.45094952010035994,0.22802972759978735,0.08876810979322933,0.0884276707961749,0.6797072981113214,0.8165698770783176,Ant-Aphid,2012,Trait PC1
2168,0,0.017730147346683878,0.03635038124056364,0.05879991261196507,0.048985593409548264,0.38253558909752156,0.14329133552565462,0.14207790859396607,0.162539437696736,0.5952177746392131,0.786215735180723,Ant-Aphid,2012,Trait PC1
2169,0,0.1336383151155282,0.2808590666741859,0.04134255516514444,0.21176792429708985,0.37727369587647497,0.17441312780260457,0.0639290013775072,0.07599223496816174,0.7507596910218992,0.7952687817564603,Ant-Aphid,2012,Trait PC1
2170,0,0.14905924771998277,0.0570448016965481,0.06456628359861527,0.0419989202808327,0.43236634169325466,0.31850462147124353,0.1474932785215052,0.09989441545089497,0.8260804534497157,0.8189220535375342,Ant-Aphid,2012,Trait PC1
2171,0,0.1279036966316463,0.11414241524555163,0.042015305671946,5.259980339112264e-5,0.38372204224688067,0.199029062994785,0.06206195715303977,0.0873120070733513,0.5848716620262767,0.696977190988582,Ant-Aphid,2012,Trait PC1
2172,0,0.009869961493560616,0.20298787214500427,0.013676697791889937,5.628428930360079e-5,0.3481740405083493,0.19339828269835935,0.01151441115982247,0.06518461624330579,0.5114292178554405,0.770889936685163,Ant-Aphid,2012,Trait PC1
2173,0,0.10816755760695285,0.20741327413113608,0.015236643198337015,1.2744201621918704e-4,0.4122450535022228,0.10196658890513383,0.033023646779020296,0.18666554178551986,0.45329886767151506,0.7485562382377093,Ant-Aphid,2012,Trait PC1
2174,0,0.07483530126532323,0.18344914789083283,0.05314808245051239,9.541123994707079e-4,0.42261189771221586,0.18258952549377822,0.20761306889144063,0.0911973799475973,0.6468238433358816,0.7681843384440604,Ant-Aphid,2012,Trait PC1
2175,0,0.039759685926536725,0.038945255726388184,0.0630036261570292,0.20206051317377424,0.35405916950574934,0.08382993847880124,0.03753482806956383,0.05707615051812803,0.6969995110887934,0.7744082265588871,Ant-Aphid,2012,Trait PC1
2176,0,0.07613021776114211,0.1215958584557402,0.005665255507448016,0.05198313628300877,0.6305018812422178,0.14028486727320053,0.024420463147352127,0.06023740854733047,0.7026496650113155,0.7868276530940695,Ant-Aphid,2012,Trait PC1
2177,0,0.11133990678746329,0.1438679671022377,0.008875946175784296,0.7416261433578374,0.836924631900949,0.18432101236746753,0.21388383930836585,0.028222324762599928,0.4473014664929968,0.7417943014491556,Ant-Aphid,2012,Trait PC1
2178,0,0.07662994170332364,0.04688755558104025,0.025337364198709127,0.5367568190179763,0.8055224504836527,0.0777960790127412,0.15110640702873177,0.0326039346403589,0.33737407293265004,0.7032953624455194,Ant-Aphid,2012,Trait PC1
2179,0,0.013760217972845006,0.0429884155089737,0.06395405559021543,0.39366534307065215,0.8679164374388639,0.03247209114373382,0.12304983814800179,0.20296402542393124,0.49162106934951677,0.7588563740601707,Ant-Aphid,2012,Trait PC1
2180,0,0.011434639409350897,0.011417087260070973,0.05483415776387972,0.5031622515415529,0.9407671904874508,0.04145845952766789,0.10767854326460188,0.184357810282283,0.5250776177456068,0.7647922619607811,Ant-Aphid,2012,Trait PC1
2181,0,0.008286098769578238,0.046741038383448064,0.04146130929141741,0.21785315545814318,0.4220952259351164,0.12669976548807513,0.1405278705285198,0.08426423780551759,0.5696301391921295,0.7379493618488315,Ant-Aphid,2012,Trait PC1
2182,0,0.04624424045732365,0.01587134167994484,0.026307632424086326,0.24292958252842548,0.31367312318467994,0.33495980015795696,0.08672406727484455,0.023189197090637347,0.644018114667875,0.7543120329215357,Ant-Aphid,2012,Trait PC1
2183,0,0.07724838927586185,0.19972139050473497,0.051508588935696466,0.5068874311158927,0.3443967258154161,0.23739356565208894,0.17156172220603047,0.05962088719423627,0.5033138877306248,0.7912140787872709,Ant-Aphid,2012,Trait PC1
2184,0,0.029272285306355745,0.003120779141469666,0.01745500016685788,0.5695330890367554,0.3218639217666822,0.25751252529232244,0.12823928958764388,0.029806810323507946,0.6272944381645083,0.7472522554875263,Ant-Aphid,2012,Trait PC1
2185,0,0.04939006219488053,0.09119393873099749,0.026654705438360404,0.4061718115859532,0.3780723536222353,0.1983542891979235,0.09554234127826666,0.024189201315668957,0.7756948325076057,0.7416622387884504,Ant-Aphid,2012,Trait PC1
2186,0,0.10913747095720062,0.10150605565422073,0.0417856273921133,0.9479234981351219,0.3696407327702089,0.28015297048840343,0.04417814689530082,0.007410736497504065,0.49074010593726497,0.795215893484766,Ant-Aphid,2012,Trait PC1
2187,0,0.09058576639012533,0.04849173376515267,0.03355711907242928,0.4839289685197401,0.23024680842060077,0.15909959556393088,0.21473211523637395,5.375620925079523e-4,0.43915159582953367,0.7296935082642712,Ant-Aphid,2012,Trait PC1
2188,0,0.041052575112109704,0.023280183313558134,0.028217272052945514,0.6956136310437516,0.3749392997665348,0.1551310661863335,0.22294892285292045,0.19993163764347616,0.6018442784660019,0.7799240325701375,Ant-Aphid,2012,Trait PC1
2189,0,0.037532887050552,0.12842107636004993,0.0024401279373631028,0.6244003174200271,0.33488072592651075,0.05417516276265588,0.1395126509557328,0.034417191245834054,0.6330250738537444,0.7666254406256264,Ant-Aphid,2012,Trait PC1
2190,0,0.05616691979451287,0.13453655282922608,0.0555776631610974,0.42872370835364715,0.3248583442127628,0.10303410089410926,0.05868061800562269,0.025833460806156786,0.6430341655747202,0.7607370196484096,Ant-Aphid,2012,Trait PC1
2191,0,0.07334033648797901,0.08060636035176953,0.027298622212413873,0.3069897976468131,0.2127377405028471,0.2500670797576281,0.054444930876934555,0.07347203311200338,0.7645770505019486,0.8013529072803611,Ant-Aphid,2012,Trait PC1
2192,0,0.07195575476988236,0.03551163081656895,0.05453445613466647,0.4006433272057143,0.2771198265701944,0.13536778001659347,0.05707834812135693,0.021777983945200304,0.6827401322708623,0.7973848495948945,Ant-Aphid,2012,Trait PC1
2193,0,0.05829168338831752,0.08849535038296288,0.0914960343828709,0.847486766630525,0.44761983685255735,0.03146016104751264,0.08087754757982975,0.07264388213434896,0.5608384818366307,0.7372858993061888,Ant-Aphid,2012,Trait PC1
2194,0,0.009255039686848482,0.1762602471792666,0.013683227318721854,0.776198598165128,0.37276288647402184,0.057945383411174355,0.01943113498642229,0.09410523361680459,0.6326830243543978,0.7779760475430098,Ant-Aphid,2012,Trait PC1
2195,0,0.08443944705616074,0.09130400033080474,0.0490845897857283,0.7042757981348438,0.5381646814428059,0.03219831444498954,0.08781725240329052,0.032235659684233815,0.45200281095205946,0.7503752000745436,Ant-Aphid,2012,Trait PC1
2196,0,0.048755352857743836,0.21253140923660302,0.034459563520184484,0.3484252795743418,0.45729468144498503,0.11272461044823542,0.04697411118987648,0.0013404946127409524,0.6719117934191552,0.780945571907895,Ant-Aphid,2012,Trait PC1
2197,0,0.0016130520987066028,0.14772472555995386,0.025940267007893033,0.36948001946043674,0.33586899383387975,0.0985473413670819,0.029349024977223696,0.002971320190877323,0.5814869020751433,0.780561452207983,Ant-Aphid,2012,Trait PC1
2198,0,0.06834049773164777,0.1000313857211236,0.048979966432371284,0.6349708799743151,0.6178511617210302,0.06282522069063845,0.14315508956647516,0.00538319644446521,0.35074947595239653,0.7482946037441083,Ant-Aphid,2012,Trait PC1
2199,0,0.03280489315323111,0.045979747689544916,0.014876894584057637,0.6409045594199125,0.28460904209113275,0.13845186463764517,0.10831148950756089,0.027787044391154456,0.7101786301490115,0.7764230068634471,Ant-Aphid,2012,Trait PC1
2200,0,0.07456221097816376,0.17398453687925436,0.013657877942413837,0.28506134994049437,0.48325751740824613,0.03522188134775084,0.13523288576620282,0.0025357245388942288,0.46665110902082513,0.7585726030366653,Ant-Aphid,2012,Trait PC1
2201,0,0.09835741300521182,0.3426870271575313,0.0060682327930791525,0.30334472538284585,0.32905547236744587,0.15322979585584434,0.23839833078480135,0.02353953969515461,0.4232236153050039,0.8184578757569729,Ant-Aphid,2012,Trait PC1
2202,0,0.025641345874040745,0.01085662712172456,5.319069278611223e-4,0.5081951722463499,0.3925982708653923,0.04879978975522876,0.05528121815583508,0.041113524772764684,0.45269443062304343,0.7659793479224866,Ant-Aphid,2012,Trait PC1
2203,0,0.18989495325105868,0.07182953431366822,0.030543493078902622,0.29711533181834476,0.5584118683776146,0.0941937286554559,0.09624442252264004,0.1090648585820675,0.5109324567176768,0.7441697635744724,Ant-Aphid,2012,Trait PC1
2204,0,0.16355876200433844,0.1548058574979653,0.010322246453648883,0.21231829158829157,0.48574521354503286,0.1380844719010807,0.12390854580008714,0.061374261089814,0.5463710011337596,0.7315324077579034,Ant-Aphid,2012,Trait PC1
2205,0,0.010086746794492955,0.21499924703705034,0.0346156592829104,1.3690770970649586,0.43874282037981266,0.0727400011997741,0.2942719948377959,0.020837735344820973,0.5106172513404306,0.7612437136255356,Ant-Aphid,2012,Trait PC1
2206,0,0.017017748177499112,0.11837472381101496,0.013069082110807888,1.2519971835272603,0.4321370487951667,0.14642524623829692,0.06335610409952691,0.0174629451571454,0.5356419127397488,0.7581521148405348,Ant-Aphid,2012,Trait PC1
2207,0,0.06971478754205479,0.2084831201897694,0.017987168851782285,0.9914073056372615,0.4708948076676405,0.12634867483949286,0.008208703697716493,0.10000246241213659,0.6536418739880571,0.729616001127216,Ant-Aphid,2012,Trait PC1
2208,0,0.10693794314393032,0.028302913400995628,0.01741368033953361,0.6892511364808729,0.5327357738696308,0.1142777789030707,0.058330105520899414,0.009580861467504408,0.6217862671208985,0.7154396551498295,Ant-Aphid,2012,Trait PC1
2209,0,0.0012320696086558086,0.031183497717955484,0.033367302329596275,1.4200360884191607,0.4725866879009452,0.024006802845068453,0.009854756343486976,0.006044007956062372,0.35677742751799973,0.7214810155714156,Ant-Aphid,2012,Trait PC1
2210,0,0.05842246095961153,0.03862212291038312,0.020848521324228275,1.009530546737181,0.5064636235685972,0.010525668322790116,0.012340605837441681,0.08266581920712593,0.6688779241257596,0.7735262412215129,Ant-Aphid,2012,Trait PC1
