term,group,level,BLUP,SD,lower_50,upper_50,lower_95,upper_95,Experiment,Year,Response
Intercept,Genotype:Wind.Exposure:Species,I_Exposed_red_scale,-9.118010609160272e-4,0.49823334891333365,-0.247857467022509,0.2590974505098014,-1.116022135362391,1.028260205836887,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Exposed_sawfly_larva,-0.033478553377707464,0.4824727476985769,-0.2678891319495173,0.2073402576150971,-1.1092100896172166,0.9681417187780658,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Exposed_spider_BY,-0.03142535726932039,0.49748629902108493,-0.2712615160659651,0.2135599845832306,-1.143746043518145,1.0196440019209227,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Exposed_spider_CS,-0.012438495357871388,0.5026086384886657,-0.24842807762235478,0.23231164787863848,-1.1170196406068098,1.0521316215085543,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Exposed_spider_Larionoides,-5.329607354430935e-4,0.48844011361067174,-0.2427515491142828,0.2361570066750771,-1.0623716762215025,1.0286787928815526,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Exposed_spider_NW,-0.0020756870150420224,0.5057688495419924,-0.24144481021392428,0.24234609867017806,-1.1238662812820128,1.0496891796360357,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Exposed_spider_Tetragnathid,-0.012968793226184733,0.5097258122205038,-0.271096810104443,0.24728989898088147,-1.1236227301540893,1.02984922044169,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Exposed_spider_Theridion,-0.011491685667554274,0.5027728260354184,-0.256853644494625,0.23745019369146303,-1.0597312707360818,1.0353283577985548,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Exposed_spider_unk,0.14391943845379046,0.49103440475673193,-0.11425894233745004,0.39099874855275785,-0.7905549689871565,1.302360743389623,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Exposed_stinkbug,-0.0029604359061314338,0.506246812378048,-0.25150569920545857,0.24287050426868628,-1.0796954819696154,1.0879843809832808,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Exposed_tentmine_Phyllonorycter,-0.009934362376442582,0.48879833302864334,-0.2407164231415072,0.23169495292495712,-1.072489829507354,0.9913649476325712,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_ant_black,-0.018982328193809794,0.49459959589239505,-0.2498292616238607,0.21454951525533017,-1.0880365013064268,1.0369211503986333,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_ant_F_obscuripes,-0.003287423003494457,0.4835897686638845,-0.2560594550118979,0.24776395550667146,-1.0201315841730858,1.0578995013835428,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_aphid_Aphis,-0.02324906640471855,0.4936799321584378,-0.26116873878807173,0.22339777229875274,-1.0931667040969888,0.9736659582335566,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_aphid_LG,-0.12419728866135264,0.4477217127688275,-0.3408460580092386,0.11395058648903911,-1.1180846839118381,0.7184224876675153,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_aphid_Tuberolachnus,-0.0114007283155393,0.4853638763968009,-0.24371083163131702,0.22379638741026867,-1.076504111976046,1.0429234054429743,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_caterpillar_LB,-0.017448394677013052,0.4798597990568087,-0.2535918976936738,0.2217342744876762,-1.065370073309008,0.9802755263799003,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_caterpillar_looper,0.002772910530008102,0.4934463370562254,-0.23299236656080952,0.23230131416941902,-1.042751774941222,1.0602372223400003,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_caterpillar_unk,-0.00954469201582632,0.496117143060859,-0.2524711539740064,0.24163167491052326,-1.0702095819289215,0.9810424400686371,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_gall_Aculus,-0.012313166540421711,0.5023007149181157,-0.2578198173738273,0.24224995250120085,-1.0898453710116072,1.0475212403470548,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_gall_Iteomyia,-0.025811122730119696,0.4844965232846406,-0.25976688357222955,0.220346870935352,-1.0616036782031206,0.9757104144069625,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_gall_Pontania,0.010278084504907798,0.4888728000696565,-0.24795204493751205,0.24132895224071482,-0.9809780953070928,1.0839599880149509,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_gall_R_rigidae,0.0014457552248098736,0.5049963312629685,-0.25124901727011306,0.25863448925118326,-1.0980778747827487,1.072355497461457,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_gall_R_salicisbattatus,-0.021182961153947476,0.5166261349993899,-0.2658877022455921,0.2388424232838312,-1.1455791821008252,1.0293182579594349,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_gall_R_salicisbrassicoides,-0.008314909824956434,0.49208667097931486,-0.25127925339897866,0.2412205562960026,-1.0958689090970382,1.0333134062428848,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_grasshopper,-0.005125080633483451,0.5070232972360955,-0.24358618460655967,0.23397604973808755,-1.0813901246318698,1.098324332293587,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_leafhopper_camo,-0.008124765695057568,0.5030589330886999,-0.25006628120389585,0.24347594034880635,-1.1082824665683046,1.0393239630001958,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_leafhopper_C_reductus,-0.03309574663292165,0.4853201277205695,-0.2620490292366638,0.21082337021292624,-1.1236858643069647,0.9684672270501582,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_leafhopper_green,-0.0011561246245249631,0.49263519087520957,-0.23490424578600166,0.24612795854815073,-1.0570138750647595,1.0396463940152354,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_leafhopper_nymph_unk,-8.126208467101841e-4,0.4814579823537479,-0.2323831222660706,0.2348092635763389,-1.0741727928498188,1.0228553836391292,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_leafhopper_unk,-0.009743447748022237,0.49648930790329915,-0.24504122189728414,0.23887746748307304,-1.1148266760639791,1.0140820338421508,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_leafhopper_YK,-0.024968456521529202,0.4971567823606894,-0.2721349277356572,0.21758986810663014,-1.1248519993068606,1.0204460881203967,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_leaftier_Tortricid,0.2894160067474482,0.4771482532632763,-0.014578162837091416,0.5415162667325093,-0.48417913908607135,1.459369977791862,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_LTF_Caloptilia,2.2077157228142028e-4,0.4275165174008409,-0.22629704525545505,0.23474437095776546,-0.9042670173556532,0.8917941300549251,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_psyllid,-0.028949518707723557,0.4955064492300833,-0.28054540300602765,0.2381807071891381,-1.1441399255783384,0.9518788265285416,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_red_scale,0.00474683839301928,0.49761905890884445,-0.23568768114652588,0.25752632880376747,-1.0650935213897057,1.0902755362151064,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_sawfly_larva,-0.07518872785359683,0.4746222780674075,-0.3028872896757199,0.16528492043232412,-1.1728941560195318,0.8746452067837037,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_spider_BY,0.11223659520150729,0.4734210893693595,-0.13093586518600894,0.3500251456305091,-0.7733572243199098,1.1735186118123133,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_spider_CS,-0.017963919194375254,0.5189136634670758,-0.2774802557088407,0.24597782850090466,-1.1297078371296299,1.058315445420978,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_spider_Larionoides,-0.005907980494454392,0.49965373593723644,-0.2635901663035541,0.24470530221166248,-1.0384977572930836,1.0415114566108095,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_spider_NW,-0.0033238497737256246,0.4875535182987185,-0.2507963376271336,0.24112935743957092,-1.0247591371070437,1.0098275762745212,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_spider_Tetragnathid,-0.0030827185005859836,0.5032539529902542,-0.24964769370443135,0.24115251821352743,-1.0882060833451068,1.0847932116954786,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_spider_Theridion,0.004079633230068764,0.49385407110658475,-0.25313662560574457,0.25721374694661553,-1.0600373073034153,1.0155829959034401,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_spider_unk,-0.09775437305704553,0.4810134726543375,-0.32680016558782266,0.1463223793727074,-1.1775853692646188,0.8657260251197395,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_stinkbug,-3.6273801046436845e-4,0.5027119282341841,-0.2537538382765028,0.2456637394419815,-1.1011531920291175,1.0999319172666067,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,I_Unexposed_tentmine_Phyllonorycter,-0.011140275998614972,0.48946074283954744,-0.2580567700026981,0.23138200428351757,-1.0636891587228954,1.0294279616794144,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_ant_black,-0.00930652051233319,0.4917908787261304,-0.25828921936506166,0.239439175742665,-1.0708242907119603,1.0636813762658168,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_ant_F_obscuripes,-3.786253135256749e-4,0.5078304354626312,-0.25014465237370864,0.2507261350078599,-1.092567769623756,1.0855652651411785,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_aphid_Aphis,-0.0037933214374686872,0.5097355420402976,-0.26775759155468,0.2490289384267364,-1.116399709806778,1.037983337055325,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_aphid_LG,-0.21358026937128885,0.46564729119647835,-0.4498007525936413,0.0605135014034637,-1.3246943436793697,0.578590848025948,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_aphid_Tuberolachnus,-0.015786281945988682,0.5028120588971322,-0.26382061166457965,0.23237086764892878,-1.0855449887081952,1.0549616355647478,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_caterpillar_LB,0.011684774735796655,0.4829894088097191,-0.22551179902040805,0.247255420067772,-1.0037966489712806,1.0430241107603013,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_caterpillar_looper,-0.006237305912089405,0.49819446183883326,-0.25046846350445356,0.25069313147378064,-1.0533028023626487,1.0312290111089355,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_caterpillar_unk,-0.0023110761444705284,0.500923163313946,-0.2578049563147358,0.24174052659183182,-1.0355567975614057,1.0502913062738208,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_gall_Aculus,-0.012815135992500871,0.4804238539194253,-0.2540741479003879,0.2280241862490133,-1.0203643615154974,0.9819447998374684,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_gall_Iteomyia,-0.0030096333377606817,0.516471723307725,-0.25544851816021374,0.24707319032340538,-1.1214753021523713,1.1029886436976555,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_gall_Pontania,-0.010364329050707097,0.4953190806838107,-0.257338950999873,0.2375057846253788,-1.1062467015565471,1.0359853618595434,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_gall_R_rigidae,-0.007950568405579301,0.4987511757648406,-0.24582363452531122,0.22973958979057404,-1.0897713634439645,1.0631935614763441,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_gall_R_salicisbattatus,-0.0065937728371373286,0.48753968265023295,-0.24106598424666356,0.2426784714839616,-1.0661356299330031,1.004083916361328,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_gall_R_salicisbrassicoides,-0.0030761722445626764,0.5051328188223734,-0.25227397528601303,0.24159222597427393,-1.0634748175048145,1.0373883955980647,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_grasshopper,0.0027721942842026245,0.5089784834044574,-0.23623976078853634,0.24459851107535246,-1.1147226022504835,1.0881752672647702,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_leafhopper_camo,-0.011219141991953981,0.5014112870992073,-0.2545263674375377,0.22991622634626888,-1.085660102108624,1.0793979436437189,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_leafhopper_C_reductus,0.00390377518365554,0.49768426789430975,-0.2378297319201604,0.24477454161614826,-1.0961691767857829,1.0630357408686442,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_leafhopper_green,-3.38392948649623e-4,0.4978053542802368,-0.2558265993392551,0.24971647194127966,-1.0689866607503726,1.1004726481699305,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_leafhopper_nymph_unk,-9.902101809774022e-5,0.4961038633714176,-0.2477064294190757,0.24371860433594023,-1.0491731284645325,1.055703012670976,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_leafhopper_unk,0.004993168351290218,0.4896170062147304,-0.22749270613643596,0.24598781773305986,-1.0143356393935958,1.0453507426310615,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_leafhopper_YK,-0.003755942987848654,0.4813169978941326,-0.24324898378513032,0.24814479148527802,-1.051032876033773,0.9984776296045365,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_leaftier_Tortricid,-0.09773781329832855,0.4829295532338282,-0.3383405062255644,0.16154316510154298,-1.1585538058017109,0.8196748622269878,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_LTF_Caloptilia,0.33869968035567694,0.4989983906485332,0.0028129389365947792,0.6114697444474528,-0.4311348017195533,1.5285009403002816,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_psyllid,-0.0016275619571521922,0.49587815600002405,-0.25030028400573867,0.24671595020376674,-1.0631556492404184,1.045948060228405,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_red_scale,0.009104759293806644,0.5018741596804468,-0.23776916101327886,0.24727420506561057,-1.0295809908156242,1.1035098754067256,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_sawfly_larva,-0.021808160197196374,0.48225761034840714,-0.2617341635914311,0.2182420602622893,-1.0694978317105308,0.9850464508292145,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_spider_BY,-0.021887426968117872,0.5255382781560184,-0.2795081344398636,0.2385078707981177,-1.180520705439774,1.0797165876585286,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_spider_CS,-0.007854006309923505,0.4843022141682571,-0.24623177573830446,0.24012596676172218,-1.0474348960429816,0.9989454258622529,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_spider_Larionoides,0.0016659640172497808,0.48304496065245645,-0.24249036400151658,0.24715021517550034,-1.0493870958424367,1.0264304121969616,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_spider_NW,-0.0038649369697146083,0.502707676168689,-0.24221028287894159,0.24358577578479856,-1.1204533679556492,1.0154731684784768,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_spider_Tetragnathid,-0.008728587968077402,0.48840059814791154,-0.263596967882587,0.23214640046703372,-1.0238103953654178,1.0703678509805385,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_spider_Theridion,-0.01332166248032176,0.48360713727293275,-0.2562252183323197,0.22055225553945162,-1.0391302664553843,1.008299802476809,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_spider_unk,-0.05361085584314462,0.47168684366291225,-0.28884302268821155,0.19840105796035057,-1.085855257847749,0.8962782395300691,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_stinkbug,0.0029473224394140217,0.4972632184020158,-0.24681078325488615,0.2472300056123113,-1.0378606486462918,1.0787790243310724,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Exposed_tentmine_Phyllonorycter,-0.009105304322149989,0.5169999133391331,-0.25596256403762524,0.23755408793429833,-1.1093715830321855,1.1136196484495209,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_ant_black,-0.01747960403818267,0.5085653226677563,-0.2633298661116221,0.22375237500698578,-1.146947558744772,1.0683349623731135,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_ant_F_obscuripes,-0.005580977269042202,0.49598573869399254,-0.26300539118720506,0.2362320594118273,-1.045487968504063,1.071216037973694,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_aphid_Aphis,-0.004497588362595829,0.5024223960984814,-0.24553302881132777,0.2418281717314527,-1.090296464526837,1.041093840299507,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_aphid_LG,-0.019913979743370155,0.45501993950531805,-0.25330917090301397,0.2348809393331625,-1.031095379635838,0.897032286768419,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_aphid_Tuberolachnus,-9.850274941255101e-4,0.5040013070910468,-0.2522120671531388,0.2582530967052826,-1.0686852005335143,1.061938033340813,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_caterpillar_LB,0.0023146248960078807,0.49250307260788145,-0.24687244861712476,0.23759394669966494,-1.024634822957368,1.0620126387963507,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_caterpillar_looper,0.0013749958022243234,0.5025377810974565,-0.24840599747030995,0.2459654424346127,-1.0532233508510844,1.0980345306586687,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_caterpillar_unk,9.713676479305611e-4,0.5036830525033166,-0.2513570711484358,0.2424126162994096,-1.0792726797402652,1.062855633943228,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_gall_Aculus,2.952622492078023e-4,0.49635818872367504,-0.23883414650435486,0.24877411193843052,-1.0777260797901846,1.0722526642967893,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_gall_Iteomyia,-0.011318463950820062,0.5046828973743457,-0.2483913995351355,0.232485471090058,-1.1239032937905302,1.099059009909141,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_gall_Pontania,0.004754972450250825,0.5146825253610818,-0.24854374958773984,0.2570926598399291,-1.0737883152243421,1.1393908592857196,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_gall_R_rigidae,0.009689868969435151,0.5149035492194273,-0.23983422631328855,0.2545353595513674,-1.0735723772398542,1.103778663528528,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_gall_R_salicisbattatus,-0.0012712802083181729,0.49424098289561263,-0.24370642522569197,0.24415667625750026,-1.0907367657924565,1.0242803941833694,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_gall_R_salicisbrassicoides,-0.011567489012406004,0.5070094568203484,-0.25747190252289864,0.2418937770569357,-1.1166284124432975,1.03692066164438,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_grasshopper,0.0027192509908547323,0.5183455661299566,-0.2573778146538335,0.2533450263193548,-1.0482819340438405,1.1495004895323013,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_leafhopper_camo,0.0072025649510646704,0.5002037238624956,-0.24935826282459467,0.2597767001859761,-1.0495018833368446,1.0473868125708767,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_leafhopper_C_reductus,-0.013892636970803977,0.48063907750214746,-0.25240888260401495,0.22693917959808094,-1.060325604018559,1.0235077958036134,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_leafhopper_green,0.006832078203054794,0.5049043352124296,-0.2448780560662725,0.26114281102766257,-1.080364195699661,1.0579759729352531,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_leafhopper_nymph_unk,0.00353026031039733,0.48754625019703074,-0.24019073366243326,0.24535516706684357,-1.0255150813759872,1.0514048499701905,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_leafhopper_unk,-0.006426681960842003,0.5001104527417652,-0.24479196361750613,0.23941718028263792,-1.0579608079820906,1.0379074142411044,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_leafhopper_YK,-0.02609483529542974,0.46982697763479453,-0.27293644134933864,0.2181593076881482,-1.033711926967906,0.9598197640082025,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_leaftier_Tortricid,-0.15597700462786443,0.47938073134649883,-0.4003568695908751,0.11082186279592743,-1.268309530193156,0.7523671510194933,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_LTF_Caloptilia,0.18351079650357968,0.4519973136629944,-0.07455494784842452,0.4197377275660007,-0.6194389509555517,1.2674420974010678,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_psyllid,-0.016735999714670415,0.47796435609902116,-0.25951882126988046,0.23203665017857572,-1.0612019197485136,0.9825748994809906,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_red_scale,-0.005972682539393784,0.4898183719751014,-0.24901315911749766,0.2407608404609862,-1.057955386331012,1.0321216669171909,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_sawfly_larva,-0.044545517368795695,0.4680105470327382,-0.27397428515551137,0.19329000650839084,-1.062174073897556,0.9471238541767794,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_spider_BY,-0.07291652945010536,0.46610416452868514,-0.31167467018229233,0.18039137847472075,-1.1202259844462457,0.8220830942523208,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_spider_CS,-0.009622308707640982,0.5052433707479577,-0.2614652192237414,0.24125453559628296,-1.0966868604752222,1.060247854094131,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_spider_Larionoides,-0.004314375774128964,0.5167320077085767,-0.25628922622416606,0.25421077278294757,-1.1272029745299426,1.0815634715961386,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_spider_NW,-0.014823259076219859,0.4840726204498852,-0.25614046124646167,0.24083714960780395,-1.0502895436275017,1.0004012657168955,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_spider_Tetragnathid,-0.01942435633622059,0.5060178589213422,-0.2592308249049616,0.2303153746453046,-1.0902807244770318,1.0125176804902363,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_spider_Theridion,0.0052941123111504744,0.4823083204078005,-0.2428378249373709,0.24561566491666276,-0.9878636449233428,1.0277875608200602,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_spider_unk,-0.06488251974953026,0.4721141505401124,-0.28858288993583087,0.18387723042005596,-1.11444671287886,0.8838926721022748,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_stinkbug,0.00331494160324722,0.5115159993342632,-0.2445351331047539,0.25187471439028886,-1.0730413285736289,1.0800078612781914,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,J_Unexposed_tentmine_Phyllonorycter,-0.0033199925801899615,0.5056396791093252,-0.2645509552699977,0.24654807841604487,-1.0259960636738585,1.1021909685016407,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,L_Exposed_ant_black,-0.018105882940885592,0.47920161894097507,-0.26215520256811436,0.22858903790426496,-1.070600880713285,0.9884569827617333,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,L_Exposed_ant_F_obscuripes,-0.003972790431093599,0.5029293367685472,-0.2547234793793506,0.2512790189177932,-1.0118889361097427,0.9872954262929547,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,L_Exposed_aphid_Aphis,-0.012184968420862578,0.48297153833765266,-0.2621157708051878,0.23111088932922286,-1.039280702275733,1.0071582988137835,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,L_Exposed_aphid_LG,0.04668397741905072,0.42671851565873953,-0.1809939466005904,0.27998662877877856,-0.8399244448249521,0.917716989080592,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,L_Exposed_aphid_Tuberolachnus,-0.009126744830735146,0.4974819179685513,-0.2505593493618733,0.23869723401771908,-1.0879997439168183,1.0509446198469132,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,L_Exposed_caterpillar_LB,-0.005629052807936466,0.4989667927901118,-0.24816848527094126,0.230336265272039,-1.0973989185420412,1.0669748683798412,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,L_Exposed_caterpillar_looper,-0.009086046235209002,0.4939700221614224,-0.2541607066403621,0.24578877529410104,-1.0479360015156354,1.0480721726991344,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,L_Exposed_caterpillar_unk,-0.008524594109614038,0.493847030957485,-0.25879562478351203,0.24311277986378046,-1.0448892139854922,1.0222975631956268,Wind,2012,Arthropod Composition
Intercept,Genotype:Wind.Exposure:Species,L_Exposed_gall_Aculus,-0.02283848703599829,0.5065404190519026,-0.27062928853024953,0.2283173023179858,-1.1234795780879376,1.0647514327342105,Wind,2012,Arthropod Composition
